Age,Gender,Occupation,Country,Stress_Level,Sleep_Hours,Work_Hours,Physical_Activity_Hours,Social_Media_Usage,Diet_Quality,Smoking_Habit,Alcohol_Consumption,split
60,Female,Engineering,Other,Low,9.1,69,9,3.7,Healthy,Non-Smoker,Non-Drinker,test
37,Female,Other,Australia,High,5.0,70,10,5.9,Average,Heavy Smoker,Social Drinker,test
40,Male,IT,Germany,High,7.6,56,2,5.0,Healthy,Regular Smoker,Regular Drinker,test
28,Non-binary,Education,UK,Medium,4.4,80,5,2.3,Healthy,Regular Smoker,Non-Drinker,test
58,Female,Healthcare,UK,High,5.5,50,3,5.2,Average,Regular Smoker,Non-Drinker,test
18,Non-binary,Sales,USA,Low,9.4,51,8,1.8,Healthy,Occasional Smoker,Heavy Drinker,test
55,Male,Engineering,Other,Medium,6.3,64,7,2.4,Healthy,Occasional Smoker,Heavy Drinker,test
61,Non-binary,Healthcare,UK,High,7.2,66,2,3.9,Average,Heavy Smoker,Non-Drinker,test
33,Prefer not to say,Finance,USA,Medium,5.5,37,1,3.9,Healthy,Non-Smoker,Heavy Drinker,test
62,Prefer not to say,Engineering,Australia,Low,6.4,52,4,3.7,Healthy,Occasional Smoker,Non-Drinker,test
26,Male,Sales,Other,Low,8.3,32,7,0.9,Healthy,Heavy Smoker,Non-Drinker,test
31,Female,Other,Australia,Low,9.5,60,2,1.6,Healthy,Non-Smoker,Heavy Drinker,test
64,Female,IT,India,High,4.3,47,2,1.2,Unhealthy,Regular Smoker,Social Drinker,test
28,Female,Engineering,USA,High,4.6,78,7,3.6,Average,Regular Smoker,Heavy Drinker,test
62,Male,Finance,Canada,Medium,4.3,62,9,3.1,Unhealthy,Occasional Smoker,Non-Drinker,test
25,Female,Engineering,Canada,High,5.2,36,5,4.1,Unhealthy,Heavy Smoker,Social Drinker,test
56,Non-binary,Education,Canada,Medium,5.5,65,4,1.7,Healthy,Regular Smoker,Non-Drinker,test
60,Male,Finance,Canada,Low,5.8,33,9,0.6,Healthy,Non-Smoker,Heavy Drinker,test
60,Male,Finance,Germany,Medium,4.3,67,8,0.7,Healthy,Occasional Smoker,Regular Drinker,test
57,Non-binary,Engineering,Other,Medium,8.4,45,0,1.3,Average,Regular Smoker,Regular Drinker,test
18,Female,Engineering,Other,High,4.9,54,3,5.0,Unhealthy,Heavy Smoker,Regular Drinker,test
38,Female,Other,Other,High,5.8,43,9,5.8,Unhealthy,Heavy Smoker,Regular Drinker,test
48,Female,Other,Germany,High,6.5,62,3,5.7,Healthy,Heavy Smoker,Regular Drinker,test
32,Prefer not to say,Healthcare,India,Low,8.8,46,4,1.5,Healthy,Non-Smoker,Heavy Drinker,test
56,Female,Sales,USA,Low,9.2,73,7,0.8,Healthy,Occasional Smoker,Social Drinker,test
23,Non-binary,Engineering,USA,High,7.2,75,1,3.9,Average,Heavy Smoker,Non-Drinker,test
53,Non-binary,Healthcare,UK,High,7.6,75,10,3.1,Unhealthy,Occasional Smoker,Regular Drinker,test
45,Male,Other,Canada,Medium,4.8,71,10,1.7,Healthy,Occasional Smoker,Heavy Drinker,test
63,Female,IT,UK,High,7.1,78,0,3.3,Unhealthy,Non-Smoker,Social Drinker,test
28,Male,Sales,Germany,High,6.1,64,1,4.0,Unhealthy,Non-Smoker,Heavy Drinker,test
34,Male,Finance,Germany,Medium,6.3,70,10,3.2,Healthy,Occasional Smoker,Regular Drinker,test
49,Male,Other,Australia,Low,6.3,58,9,1.0,Healthy,Occasional Smoker,Social Drinker,test
57,Prefer not to say,Finance,Australia,Medium,7.0,56,8,4.7,Healthy,Occasional Smoker,Heavy Drinker,test
51,Prefer not to say,Finance,India,Medium,6.4,54,3,3.1,Healthy,Occasional Smoker,Social Drinker,test
38,Female,Finance,Canada,Medium,4.4,57,0,3.7,Healthy,Occasional Smoker,Non-Drinker,test
65,Male,Engineering,India,Low,5.2,38,9,1.4,Average,Occasional Smoker,Social Drinker,test
18,Male,Finance,USA,High,7.5,71,2,3.6,Unhealthy,Heavy Smoker,Social Drinker,test
32,Male,Finance,Germany,High,9.6,80,0,1.8,Unhealthy,Regular Smoker,Social Drinker,test
52,Male,Engineering,India,High,6.4,66,0,2.2,Unhealthy,Non-Smoker,Heavy Drinker,test
26,Non-binary,Healthcare,USA,Low,7.1,46,8,1.2,Unhealthy,Occasional Smoker,Non-Drinker,test
23,Male,Engineering,UK,High,5.3,64,1,5.6,Unhealthy,Regular Smoker,Non-Drinker,test
20,Non-binary,Finance,USA,Low,7.9,76,8,1.8,Healthy,Regular Smoker,Non-Drinker,test
39,Male,Engineering,Other,Medium,9.8,55,8,2.8,Average,Regular Smoker,Heavy Drinker,test
22,Prefer not to say,Education,UK,Low,9.1,33,4,3.1,Healthy,Non-Smoker,Social Drinker,test
21,Non-binary,Sales,Australia,Medium,7.8,33,4,1.4,Average,Heavy Smoker,Regular Drinker,test
57,Prefer not to say,IT,Other,Medium,8.7,69,5,1.3,Average,Heavy Smoker,Social Drinker,test
22,Prefer not to say,Education,UK,High,4.4,62,1,4.0,Average,Occasional Smoker,Regular Drinker,test
47,Male,Sales,India,High,4.3,63,7,3.7,Unhealthy,Occasional Smoker,Regular Drinker,test
47,Male,Education,UK,High,5.2,69,4,4.3,Healthy,Regular Smoker,Social Drinker,test
55,Non-binary,Sales,Other,Medium,5.5,69,7,1.4,Average,Non-Smoker,Heavy Drinker,test
49,Male,IT,India,Medium,8.0,52,7,0.9,Unhealthy,Heavy Smoker,Regular Drinker,test
28,Male,IT,India,Medium,9.3,40,3,4.1,Average,Regular Smoker,Social Drinker,test
28,Non-binary,Finance,UK,Low,9.5,37,5,2.6,Unhealthy,Non-Smoker,Non-Drinker,test
25,Female,IT,Australia,High,4.3,75,0,4.4,Unhealthy,Non-Smoker,Social Drinker,test
42,Female,Sales,USA,Medium,9.0,61,9,4.8,Average,Occasional Smoker,Heavy Drinker,test
30,Female,IT,Australia,Low,6.9,37,5,2.5,Healthy,Non-Smoker,Social Drinker,test
54,Non-binary,Other,Other,High,4.2,68,3,3.6,Healthy,Regular Smoker,Non-Drinker,test
31,Non-binary,Healthcare,Germany,Medium,9.7,48,2,4.6,Healthy,Heavy Smoker,Non-Drinker,test
52,Non-binary,Education,Australia,Low,6.3,38,6,1.3,Healthy,Regular Smoker,Social Drinker,test
44,Prefer not to say,Finance,Australia,Medium,5.5,41,9,3.1,Unhealthy,Non-Smoker,Heavy Drinker,test
25,Female,Other,UK,High,6.4,52,0,0.8,Unhealthy,Regular Smoker,Social Drinker,test
26,Female,Engineering,India,High,8.5,74,0,1.2,Average,Heavy Smoker,Heavy Drinker,test
37,Female,Other,Germany,Low,8.3,49,5,0.6,Average,Occasional Smoker,Non-Drinker,test
32,Male,Engineering,India,High,8.8,40,3,4.5,Unhealthy,Heavy Smoker,Heavy Drinker,test
26,Non-binary,Healthcare,UK,Medium,4.9,34,9,2.1,Unhealthy,Occasional Smoker,Regular Drinker,test
29,Non-binary,Finance,Other,High,6.9,73,1,5.2,Unhealthy,Heavy Smoker,Regular Drinker,test
31,Female,Healthcare,Canada,Medium,7.9,36,6,5.6,Average,Non-Smoker,Heavy Drinker,test
44,Non-binary,Education,India,Medium,4.0,41,10,2.6,Average,Heavy Smoker,Social Drinker,test
21,Female,IT,Canada,Low,8.1,33,9,0.6,Average,Regular Smoker,Non-Drinker,test
61,Female,Education,Other,High,5.8,73,6,4.5,Healthy,Heavy Smoker,Social Drinker,test
18,Male,Sales,USA,High,5.8,53,6,5.4,Healthy,Heavy Smoker,Heavy Drinker,test
56,Female,Engineering,Germany,High,4.3,40,1,1.8,Average,Heavy Smoker,Heavy Drinker,test
65,Non-binary,Other,Australia,Low,8.0,51,10,1.7,Average,Occasional Smoker,Non-Drinker,test
42,Prefer not to say,Finance,UK,High,4.2,62,3,5.9,Average,Non-Smoker,Heavy Drinker,test
27,Female,Finance,USA,High,6.6,77,3,3.1,Average,Regular Smoker,Regular Drinker,test
47,Non-binary,Healthcare,UK,High,7.0,42,4,5.5,Unhealthy,Heavy Smoker,Social Drinker,test
19,Prefer not to say,IT,UK,Low,7.7,38,9,1.8,Average,Occasional Smoker,Heavy Drinker,test
52,Prefer not to say,Sales,Canada,High,9.1,69,9,5.6,Unhealthy,Regular Smoker,Heavy Drinker,test
38,Male,IT,Australia,High,4.2,61,1,2.2,Healthy,Heavy Smoker,Regular Drinker,test
44,Male,Engineering,Germany,High,5.6,58,2,5.1,Average,Regular Smoker,Social Drinker,test
36,Male,IT,UK,Low,6.4,46,4,3.6,Healthy,Non-Smoker,Heavy Drinker,test
22,Prefer not to say,Engineering,USA,Low,9.0,40,4,1.9,Average,Heavy Smoker,Non-Drinker,test
48,Prefer not to say,Healthcare,Australia,Low,7.9,62,10,1.4,Average,Non-Smoker,Heavy Drinker,test
25,Male,Healthcare,India,High,6.6,72,5,4.2,Average,Regular Smoker,Non-Drinker,test
59,Prefer not to say,IT,India,Low,5.5,39,7,1.1,Healthy,Occasional Smoker,Social Drinker,test
25,Male,Education,Canada,Low,8.0,41,6,3.7,Healthy,Heavy Smoker,Non-Drinker,test
30,Non-binary,Sales,Germany,Low,10.0,50,10,0.7,Healthy,Non-Smoker,Regular Drinker,test
62,Prefer not to say,Education,UK,Low,6.4,30,4,2.4,Healthy,Non-Smoker,Social Drinker,test
48,Male,Other,USA,High,5.6,66,6,5.9,Healthy,Occasional Smoker,Heavy Drinker,test
52,Female,Engineering,USA,High,6.8,37,1,3.8,Unhealthy,Occasional Smoker,Regular Drinker,test
40,Male,IT,UK,High,4.1,62,1,1.2,Unhealthy,Heavy Smoker,Non-Drinker,test
51,Female,Healthcare,Australia,High,5.4,72,6,5.0,Healthy,Occasional Smoker,Regular Drinker,test
43,Prefer not to say,Sales,Other,Low,8.7,67,5,5.5,Healthy,Non-Smoker,Non-Drinker,test
18,Prefer not to say,Finance,India,Medium,9.8,79,4,1.8,Healthy,Regular Smoker,Regular Drinker,test
36,Male,IT,Other,Medium,6.4,57,4,2.1,Average,Regular Smoker,Social Drinker,test
61,Prefer not to say,Finance,USA,High,4.8,77,1,1.3,Unhealthy,Occasional Smoker,Regular Drinker,test
45,Female,Finance,Australia,Low,9.1,33,9,5.7,Healthy,Regular Smoker,Non-Drinker,test
43,Female,Finance,USA,Low,8.3,58,8,2.3,Average,Occasional Smoker,Social Drinker,test
45,Prefer not to say,Other,UK,Low,9.8,42,10,3.3,Average,Regular Smoker,Social Drinker,test
30,Female,Engineering,Australia,High,8.4,65,2,2.5,Average,Heavy Smoker,Social Drinker,test
65,Prefer not to say,IT,UK,High,8.3,78,5,5.7,Unhealthy,Heavy Smoker,Social Drinker,test
35,Prefer not to say,Finance,India,High,6.0,61,6,5.1,Healthy,Heavy Smoker,Heavy Drinker,test
43,Male,Finance,USA,High,4.7,75,10,4.4,Healthy,Regular Smoker,Social Drinker,test
54,Male,IT,Other,High,4.2,55,8,5.2,Average,Occasional Smoker,Heavy Drinker,test
25,Prefer not to say,Education,UK,Low,8.0,53,9,1.7,Healthy,Occasional Smoker,Regular Drinker,test
22,Prefer not to say,Healthcare,Canada,Medium,8.5,44,1,3.9,Unhealthy,Regular Smoker,Non-Drinker,test
37,Non-binary,Sales,UK,Low,8.8,36,9,3.8,Healthy,Regular Smoker,Non-Drinker,test
63,Male,IT,Other,Low,9.5,39,5,0.7,Unhealthy,Non-Smoker,Social Drinker,test
30,Prefer not to say,IT,Other,High,5.7,61,3,2.0,Unhealthy,Occasional Smoker,Heavy Drinker,test
61,Prefer not to say,Finance,USA,Medium,7.6,60,4,0.7,Average,Occasional Smoker,Heavy Drinker,test
39,Prefer not to say,Healthcare,Germany,Medium,6.5,40,2,3.2,Healthy,Heavy Smoker,Social Drinker,test
35,Non-binary,Education,USA,High,6.4,49,3,5.8,Unhealthy,Regular Smoker,Heavy Drinker,test
55,Female,IT,UK,High,4.3,30,6,3.7,Unhealthy,Regular Smoker,Regular Drinker,test
22,Female,Finance,Canada,Low,6.0,36,9,3.0,Healthy,Regular Smoker,Social Drinker,test
19,Prefer not to say,Engineering,Canada,Low,9.5,34,8,1.4,Unhealthy,Regular Smoker,Social Drinker,test
18,Female,Education,Germany,Low,8.6,60,5,4.8,Average,Non-Smoker,Non-Drinker,test
30,Male,Other,India,High,6.1,39,0,5.1,Unhealthy,Regular Smoker,Social Drinker,test
46,Non-binary,Sales,Australia,High,5.6,51,3,1.9,Average,Heavy Smoker,Social Drinker,test
52,Male,Healthcare,Canada,Medium,9.2,55,8,1.2,Unhealthy,Heavy Smoker,Regular Drinker,test
28,Non-binary,Healthcare,India,High,8.2,74,2,2.3,Unhealthy,Occasional Smoker,Regular Drinker,test
58,Prefer not to say,Healthcare,Germany,Low,9.8,72,8,0.6,Unhealthy,Non-Smoker,Social Drinker,test
30,Prefer not to say,Education,Australia,Medium,5.0,73,8,3.2,Healthy,Non-Smoker,Regular Drinker,test
41,Prefer not to say,Other,India,High,6.4,73,9,4.7,Unhealthy,Regular Smoker,Social Drinker,test
22,Male,Education,Australia,Low,8.5,50,8,2.2,Average,Non-Smoker,Regular Drinker,test
31,Non-binary,Engineering,India,Medium,7.5,56,4,2.9,Healthy,Heavy Smoker,Social Drinker,test
25,Prefer not to say,Other,Other,High,7.4,36,2,5.1,Healthy,Regular Smoker,Regular Drinker,test
38,Prefer not to say,IT,Other,High,6.4,80,4,3.3,Unhealthy,Heavy Smoker,Social Drinker,test
23,Male,Sales,Canada,Low,8.3,59,10,4.0,Healthy,Occasional Smoker,Heavy Drinker,test
43,Prefer not to say,Finance,Other,High,6.8,54,6,5.2,Healthy,Regular Smoker,Heavy Drinker,test
48,Female,Finance,UK,Low,9.3,72,8,4.7,Average,Non-Smoker,Non-Drinker,test
49,Female,Other,USA,High,8.0,75,3,0.8,Average,Heavy Smoker,Heavy Drinker,test
18,Female,Finance,Germany,High,5.3,69,7,1.5,Average,Heavy Smoker,Heavy Drinker,test
18,Male,Sales,Other,High,8.2,70,3,2.9,Unhealthy,Non-Smoker,Heavy Drinker,test
64,Non-binary,Engineering,UK,Medium,7.5,67,8,4.3,Healthy,Non-Smoker,Heavy Drinker,test
38,Prefer not to say,Other,India,High,7.6,63,3,5.4,Average,Heavy Smoker,Regular Drinker,test
47,Male,Other,Other,High,5.0,44,3,3.3,Average,Heavy Smoker,Heavy Drinker,test
47,Female,Other,UK,High,5.1,68,6,3.7,Healthy,Regular Smoker,Regular Drinker,test
60,Non-binary,Education,Germany,Low,9.9,34,5,2.8,Average,Non-Smoker,Social Drinker,test
62,Non-binary,Education,USA,High,7.6,67,7,4.6,Average,Regular Smoker,Heavy Drinker,test
59,Non-binary,Finance,India,Medium,7.2,71,6,1.3,Unhealthy,Occasional Smoker,Non-Drinker,test
40,Male,IT,Other,High,9.1,73,1,2.0,Unhealthy,Regular Smoker,Heavy Drinker,test
26,Non-binary,Engineering,Canada,Medium,7.5,74,9,1.2,Average,Occasional Smoker,Regular Drinker,test
35,Female,IT,USA,Low,4.7,70,8,2.8,Healthy,Non-Smoker,Non-Drinker,test
20,Prefer not to say,Finance,Canada,High,7.1,66,2,5.9,Healthy,Non-Smoker,Regular Drinker,test
65,Prefer not to say,Sales,USA,Low,9.5,34,5,5.5,Healthy,Non-Smoker,Heavy Drinker,test
44,Female,Sales,UK,Medium,8.4,44,9,5.8,Average,Regular Smoker,Heavy Drinker,test
63,Non-binary,Sales,Other,High,4.5,71,8,3.8,Unhealthy,Heavy Smoker,Regular Drinker,test
47,Male,Education,UK,High,7.3,62,0,3.1,Average,Heavy Smoker,Heavy Drinker,test
62,Prefer not to say,Other,India,Medium,9.4,31,9,4.7,Unhealthy,Occasional Smoker,Heavy Drinker,test
63,Female,Sales,India,High,9.7,58,5,5.9,Unhealthy,Heavy Smoker,Heavy Drinker,test
26,Female,Other,UK,High,5.2,80,3,5.5,Average,Heavy Smoker,Non-Drinker,test
30,Prefer not to say,Sales,Other,High,5.5,72,9,2.2,Average,Heavy Smoker,Regular Drinker,test
19,Non-binary,Other,Australia,High,5.9,54,2,4.5,Average,Heavy Smoker,Regular Drinker,test
33,Prefer not to say,Other,Other,High,7.4,66,3,5.5,Unhealthy,Non-Smoker,Non-Drinker,test
33,Prefer not to say,Other,Other,Low,8.9,39,1,3.5,Healthy,Non-Smoker,Social Drinker,test
26,Prefer not to say,Healthcare,Germany,Low,8.0,58,8,3.7,Healthy,Heavy Smoker,Social Drinker,test
29,Male,Other,UK,Medium,5.7,77,8,1.8,Healthy,Heavy Smoker,Social Drinker,test
61,Prefer not to say,Sales,India,High,7.8,68,6,5.8,Unhealthy,Occasional Smoker,Regular Drinker,test
53,Female,Sales,Other,High,7.8,79,5,1.8,Average,Heavy Smoker,Regular Drinker,test
26,Male,Other,Australia,Low,7.2,75,7,3.8,Average,Non-Smoker,Non-Drinker,test
42,Non-binary,Other,Canada,Low,9.4,48,9,4.7,Healthy,Non-Smoker,Heavy Drinker,test
40,Non-binary,Healthcare,Canada,High,7.1,52,1,3.7,Unhealthy,Regular Smoker,Heavy Drinker,test
20,Non-binary,Finance,Canada,Low,10.0,30,0,2.2,Average,Non-Smoker,Regular Drinker,test
22,Female,Engineering,UK,High,5.8,72,5,3.5,Healthy,Regular Smoker,Regular Drinker,test
59,Female,Other,India,High,7.7,66,10,4.2,Average,Heavy Smoker,Heavy Drinker,test
63,Non-binary,IT,Canada,High,8.1,69,2,3.4,Average,Heavy Smoker,Social Drinker,test
49,Prefer not to say,Other,Canada,High,6.6,33,2,5.4,Average,Regular Smoker,Regular Drinker,test
52,Non-binary,Engineering,India,High,4.5,30,9,5.3,Average,Heavy Smoker,Regular Drinker,test
60,Male,Other,Other,High,5.7,63,5,4.1,Unhealthy,Heavy Smoker,Social Drinker,test
30,Male,IT,USA,Medium,7.0,74,7,5.6,Unhealthy,Non-Smoker,Non-Drinker,test
29,Non-binary,Other,Germany,High,9.9,54,6,4.8,Unhealthy,Heavy Smoker,Regular Drinker,test
19,Female,Finance,Australia,Medium,6.0,71,3,0.9,Average,Occasional Smoker,Non-Drinker,test
40,Male,Education,Other,High,8.3,71,6,5.7,Unhealthy,Occasional Smoker,Heavy Drinker,test
31,Female,Sales,Other,High,9.1,72,3,0.6,Unhealthy,Heavy Smoker,Regular Drinker,test
30,Prefer not to say,Engineering,Australia,Medium,4.2,40,8,3.8,Healthy,Regular Smoker,Regular Drinker,test
30,Female,Sales,India,Low,7.2,42,6,1.1,Healthy,Occasional Smoker,Heavy Drinker,test
25,Female,Education,Australia,Medium,9.4,50,3,3.6,Average,Regular Smoker,Non-Drinker,test
43,Female,Finance,USA,High,7.0,66,7,5.8,Average,Occasional Smoker,Regular Drinker,test
28,Female,Finance,USA,High,4.9,70,8,5.6,Average,Heavy Smoker,Non-Drinker,test
35,Female,Engineering,Australia,High,4.6,32,1,5.2,Unhealthy,Heavy Smoker,Regular Drinker,test
45,Prefer not to say,Education,Germany,Low,9.0,75,10,2.3,Healthy,Heavy Smoker,Non-Drinker,test
44,Male,Healthcare,UK,High,6.1,55,0,3.9,Average,Occasional Smoker,Heavy Drinker,test
27,Female,Engineering,India,High,7.9,69,6,2.8,Average,Occasional Smoker,Regular Drinker,test
42,Female,Engineering,UK,High,4.1,55,5,4.2,Average,Occasional Smoker,Heavy Drinker,test
58,Non-binary,Sales,Germany,Medium,8.7,65,4,3.3,Average,Heavy Smoker,Non-Drinker,test
50,Prefer not to say,Other,Canada,High,7.3,75,2,2.8,Healthy,Occasional Smoker,Regular Drinker,test
21,Non-binary,Other,Other,Medium,8.6,54,0,5.9,Healthy,Regular Smoker,Non-Drinker,test
44,Female,Other,India,High,4.9,55,1,2.4,Average,Occasional Smoker,Regular Drinker,test
32,Male,IT,Other,High,4.8,60,8,1.9,Unhealthy,Heavy Smoker,Regular Drinker,test
22,Male,Other,USA,High,7.0,56,7,3.4,Unhealthy,Regular Smoker,Regular Drinker,test
52,Prefer not to say,Other,Australia,Medium,9.0,63,1,1.4,Average,Non-Smoker,Regular Drinker,test
44,Non-binary,Other,UK,High,6.8,67,5,1.7,Average,Heavy Smoker,Heavy Drinker,test
64,Male,Healthcare,USA,Low,9.8,59,8,2.3,Average,Heavy Smoker,Social Drinker,test
26,Prefer not to say,Healthcare,USA,High,6.3,52,2,2.9,Unhealthy,Non-Smoker,Regular Drinker,test
35,Prefer not to say,Other,India,High,7.3,48,2,3.9,Average,Heavy Smoker,Heavy Drinker,test
52,Male,Engineering,Australia,Medium,8.9,42,6,2.9,Unhealthy,Regular Smoker,Social Drinker,test
44,Prefer not to say,Sales,UK,High,5.5,72,7,3.9,Unhealthy,Occasional Smoker,Regular Drinker,test
52,Male,Education,Other,Medium,6.4,76,5,0.9,Average,Occasional Smoker,Social Drinker,test
57,Female,Healthcare,Australia,Medium,8.8,51,10,3.9,Average,Heavy Smoker,Regular Drinker,test
42,Non-binary,Education,Australia,High,4.8,68,1,5.4,Healthy,Occasional Smoker,Social Drinker,test
63,Non-binary,Engineering,USA,Medium,10.0,35,5,3.7,Average,Heavy Smoker,Heavy Drinker,test
41,Female,IT,Other,Medium,8.2,38,5,5.8,Unhealthy,Occasional Smoker,Social Drinker,test
48,Non-binary,Other,UK,High,9.1,59,0,2.6,Unhealthy,Occasional Smoker,Regular Drinker,test
22,Male,IT,USA,Medium,6.7,76,10,4.2,Healthy,Regular Smoker,Non-Drinker,test
27,Male,Other,USA,High,7.5,60,9,4.1,Unhealthy,Regular Smoker,Regular Drinker,test
22,Non-binary,Education,India,Low,8.6,31,6,3.5,Healthy,Non-Smoker,Heavy Drinker,test
57,Prefer not to say,Education,Other,High,4.2,65,3,3.7,Unhealthy,Regular Smoker,Non-Drinker,test
20,Female,IT,Germany,Low,7.7,60,9,2.2,Healthy,Non-Smoker,Regular Drinker,test
56,Male,IT,Australia,Medium,5.1,34,5,4.5,Healthy,Occasional Smoker,Social Drinker,test
28,Male,Other,Other,High,7.7,79,2,4.9,Average,Regular Smoker,Regular Drinker,test
34,Non-binary,Healthcare,Other,Medium,8.8,74,10,4.8,Average,Occasional Smoker,Social Drinker,test
44,Prefer not to say,Sales,USA,Low,8.8,44,7,5.8,Healthy,Occasional Smoker,Regular Drinker,test
39,Non-binary,Education,Other,High,5.7,79,0,4.8,Healthy,Regular Smoker,Heavy Drinker,test
56,Male,Engineering,Canada,Medium,8.4,56,6,4.3,Healthy,Heavy Smoker,Social Drinker,test
39,Male,Other,India,High,8.8,43,1,5.5,Unhealthy,Heavy Smoker,Social Drinker,test
30,Prefer not to say,Healthcare,India,High,5.6,55,4,2.4,Healthy,Regular Smoker,Regular Drinker,test
26,Female,Healthcare,Australia,Medium,6.9,31,3,0.7,Unhealthy,Non-Smoker,Regular Drinker,test
61,Prefer not to say,Other,Germany,High,4.4,65,9,2.9,Unhealthy,Occasional Smoker,Heavy Drinker,test
56,Prefer not to say,Sales,Other,High,5.4,50,7,4.4,Unhealthy,Regular Smoker,Non-Drinker,test
41,Prefer not to say,Other,Canada,High,8.5,48,10,5.4,Unhealthy,Regular Smoker,Heavy Drinker,test
57,Female,IT,Canada,Low,8.8,61,10,3.0,Average,Regular Smoker,Non-Drinker,test
38,Non-binary,Sales,USA,High,4.8,67,1,2.2,Average,Regular Smoker,Heavy Drinker,test
56,Prefer not to say,Finance,Australia,High,4.0,42,3,3.0,Unhealthy,Heavy Smoker,Non-Drinker,test
62,Prefer not to say,Finance,USA,High,7.0,44,1,4.3,Unhealthy,Regular Smoker,Heavy Drinker,test
34,Non-binary,Finance,Germany,Low,9.2,58,2,0.5,Unhealthy,Non-Smoker,Non-Drinker,test
63,Non-binary,Other,Germany,Medium,7.8,43,0,2.8,Healthy,Occasional Smoker,Regular Drinker,test
38,Male,IT,Germany,High,7.4,62,2,3.7,Unhealthy,Non-Smoker,Heavy Drinker,test
62,Prefer not to say,Finance,Other,High,5.1,42,0,2.8,Average,Heavy Smoker,Regular Drinker,test
52,Male,IT,UK,Low,8.0,59,8,2.8,Unhealthy,Non-Smoker,Non-Drinker,test
36,Male,Engineering,Canada,High,5.3,58,9,3.3,Unhealthy,Regular Smoker,Regular Drinker,test
63,Female,Finance,Australia,High,8.5,45,1,2.9,Unhealthy,Heavy Smoker,Heavy Drinker,test
35,Female,Healthcare,UK,Low,8.6,45,3,4.0,Healthy,Occasional Smoker,Social Drinker,test
39,Non-binary,IT,Australia,High,5.9,72,8,3.2,Unhealthy,Heavy Smoker,Social Drinker,test
19,Female,IT,Other,High,7.7,71,3,3.0,Average,Regular Smoker,Social Drinker,test
39,Male,Finance,Australia,Medium,6.3,69,10,5.8,Unhealthy,Non-Smoker,Non-Drinker,test
30,Male,Healthcare,Australia,Low,8.7,59,6,1.5,Average,Regular Smoker,Non-Drinker,test
46,Male,Healthcare,Australia,Low,7.5,44,6,2.3,Healthy,Occasional Smoker,Social Drinker,test
23,Male,Sales,Germany,Medium,4.3,50,10,5.7,Healthy,Heavy Smoker,Non-Drinker,test
29,Male,Education,India,High,8.5,67,1,2.7,Unhealthy,Heavy Smoker,Regular Drinker,test
26,Non-binary,Engineering,USA,High,6.2,49,2,5.6,Healthy,Occasional Smoker,Heavy Drinker,test
61,Prefer not to say,Engineering,Other,High,7.4,55,5,4.5,Average,Heavy Smoker,Regular Drinker,test
51,Non-binary,Finance,Other,Medium,9.9,60,5,5.2,Average,Non-Smoker,Heavy Drinker,test
59,Female,IT,Australia,Medium,9.1,68,7,3.8,Healthy,Regular Smoker,Regular Drinker,test
38,Female,Education,India,High,4.7,55,4,4.7,Healthy,Regular Smoker,Heavy Drinker,test
48,Male,Education,Canada,Low,5.4,36,4,4.8,Healthy,Non-Smoker,Non-Drinker,test
23,Female,Education,USA,Low,8.0,62,3,0.6,Average,Non-Smoker,Social Drinker,test
25,Non-binary,Engineering,Other,High,9.4,75,0,4.0,Unhealthy,Regular Smoker,Heavy Drinker,test
60,Female,Education,Germany,Low,7.8,30,3,0.6,Healthy,Occasional Smoker,Social Drinker,test
28,Prefer not to say,Engineering,Other,Medium,5.4,72,5,1.8,Healthy,Regular Smoker,Non-Drinker,test
47,Prefer not to say,Other,Germany,High,6.2,80,0,3.0,Healthy,Occasional Smoker,Heavy Drinker,test
